user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4
5454,burned_out,I feel exhausted and mentally drained.,4,3.1,10,2,4,suggestions,-0.31,call_friend,nature_break,digital_detox,gratitude_list
5455,angry,I feel frustrated and irritated about what happened.,5,4.7,3,9,9,guided_steps,0.58,drink_water,listen_music,gratitude_list,positive_affirmation
5456,stressed,I keep thinking about everything I have to do and it's exhausting.,6,3.2,9,10,5,guided_steps,-0.32,mindfulness_exercise,drink_water,stretch_body,call_friend
5457,overthinking,My mind keeps replaying the same thoughts again and again.,3,4.3,7,7,2,quotes,0.46,stretch_body,mindfulness_exercise,nature_break,write_journal
5458,overthinking,My brain won't switch off from constant thinking.,1,6.3,7,5,8,guided_steps,0.59,listen_music,drink_water,5_min_meditation,deep_breathing
5459,burned_out,I feel completely burned out from work and responsibilities.,7,4.9,7,9,7,quick_exercises,0.85,deep_breathing,call_friend,gratitude_list,watch_funny_video
5460,sad,Everything feels heavy and I just want to stay quiet.,9,3.3,3,8,8,suggestions,-0.42,mindfulness_exercise,listen_music,5_min_meditation,watch_funny_video
5461,angry,I feel frustrated and irritated about what happened.,6,4.6,8,8,3,quotes,-0.39,drink_water,gratitude_list,nature_break,positive_affirmation
5462,sad,I feel emotionally drained and down.,5,5.9,9,10,5,quotes,0.11,write_journal,gratitude_list,listen_music,short_walk
5463,sad,Everything feels heavy and I just want to stay quiet.,7,5.5,7,9,3,guided_steps,-0.86,5_min_meditation,deep_breathing,drink_water,nature_break
5464,sad,I can't seem to shake this sadness.,1,7.0,2,2,6,light_humor,0.89,deep_breathing,gratitude_list,watch_funny_video,drink_tea
5465,stressed,I feel pressure from work and my mind won't slow down.,3,7.1,6,4,3,light_humor,-0.86,listen_music,watch_funny_video,drink_water,deep_breathing
5466,overthinking,I keep analyzing everything too much.,2,3.9,4,4,7,suggestions,-0.35,short_walk,mindfulness_exercise,nature_break,digital_detox
5467,anxious,I feel nervous about what might happen later today.,6,7.1,7,5,2,guided_steps,0.75,mindfulness_exercise,write_journal,drink_water,drink_tea
5468,sad,I feel emotionally drained and down.,5,8.8,5,1,8,quick_exercises,0.52,watch_funny_video,listen_music,positive_affirmation,digital_detox
5469,angry,I feel tense and annoyed with everyone today.,9,4.2,7,8,4,guided_steps,0.38,deep_breathing,watch_funny_video,write_journal,listen_music
5470,sad,I feel really low today and don't have motivation.,1,3.0,5,8,3,guided_steps,0.23,gratitude_list,5_min_meditation,digital_detox,listen_music
5471,sad,I feel emotionally drained and down.,6,5.2,4,6,6,quick_exercises,0.83,listen_music,drink_tea,drink_water,5_min_meditation
5472,burned_out,I feel exhausted and mentally drained.,3,6.4,3,1,8,light_humor,0.35,5_min_meditation,digital_detox,mindfulness_exercise,deep_breathing
5473,overthinking,My brain won't switch off from constant thinking.,8,3.9,2,9,2,light_humor,-0.15,positive_affirmation,watch_funny_video,mindfulness_exercise,drink_water
5474,lonely,I feel like I don't have anyone to talk to today.,3,6.2,4,8,5,suggestions,-0.67,stretch_body,digital_detox,watch_funny_video,5_min_meditation
5475,stressed,I keep thinking about everything I have to do and it's exhausting.,1,3.4,7,1,10,suggestions,0.35,deep_breathing,gratitude_list,5_min_meditation,stretch_body
5476,burned_out,I feel exhausted and mentally drained.,3,4.5,9,3,8,quick_exercises,-0.8,gratitude_list,5_min_meditation,listen_music,short_walk
5477,anxious,I keep worrying about small things and can't focus.,6,5.9,6,4,10,light_humor,-0.92,5_min_meditation,short_walk,mindfulness_exercise,drink_water
5478,stressed,I have too many things to finish today and I feel overwhelmed.,1,3.2,9,1,1,guided_steps,-0.28,watch_funny_video,gratitude_list,call_friend,listen_music
5479,anxious,I keep worrying about small things and can't focus.,2,5.1,8,9,10,quotes,-0.7,call_friend,listen_music,write_journal,mindfulness_exercise
5480,burned_out,I have no energy left to deal with anything.,10,5.5,4,6,4,guided_steps,-0.61,gratitude_list,drink_water,drink_tea,write_journal
5481,anxious,I keep worrying about small things and can't focus.,1,6.6,8,7,2,suggestions,0.04,call_friend,gratitude_list,write_journal,watch_funny_video
5482,angry,I'm really upset and it's hard to calm down.,6,3.5,9,4,8,quick_exercises,0.44,write_journal,call_friend,mindfulness_exercise,5_min_meditation
5483,lonely,I feel like I don't have anyone to talk to today.,10,4.4,8,10,7,guided_steps,-0.07,drink_water,digital_detox,write_journal,5_min_meditation
5484,angry,I feel tense and annoyed with everyone today.,7,8.0,1,6,1,guided_steps,0.14,mindfulness_exercise,write_journal,deep_breathing,watch_funny_video
5485,stressed,I have too many things to finish today and I feel overwhelmed.,6,3.7,8,5,7,guided_steps,-0.17,stretch_body,deep_breathing,write_journal,listen_music
5486,anxious,My heart is racing and I can't calm down.,8,8.8,3,6,2,light_humor,-0.12,drink_water,stretch_body,positive_affirmation,drink_tea
5487,anxious,I keep worrying about small things and can't focus.,4,4.8,10,7,2,guided_steps,0.46,drink_tea,stretch_body,nature_break,short_walk
5488,overthinking,I can't stop thinking about past mistakes.,8,7.7,5,1,4,quick_exercises,0.85,digital_detox,gratitude_list,deep_breathing,5_min_meditation
5489,stressed,I keep thinking about everything I have to do and it's exhausting.,7,3.6,6,5,8,suggestions,0.13,nature_break,5_min_meditation,call_friend,listen_music
5490,stressed,I keep thinking about everything I have to do and it's exhausting.,9,7.3,3,7,6,guided_steps,-0.25,drink_tea,short_walk,listen_music,positive_affirmation
5491,burned_out,I have no energy left to deal with anything.,5,3.7,10,10,9,quick_exercises,-0.24,drink_water,watch_funny_video,drink_tea,call_friend
5492,angry,I feel tense and annoyed with everyone today.,5,4.8,1,2,7,suggestions,0.43,gratitude_list,drink_tea,drink_water,mindfulness_exercise
5493,overthinking,My mind keeps replaying the same thoughts again and again.,3,5.4,1,7,1,suggestions,-0.33,gratitude_list,nature_break,drink_tea,drink_water
5494,stressed,I keep thinking about everything I have to do and it's exhausting.,4,7.5,8,6,4,guided_steps,-0.94,digital_detox,drink_water,stretch_body,deep_breathing
5495,overthinking,My brain won't switch off from constant thinking.,2,6.0,1,9,10,quotes,0.68,5_min_meditation,call_friend,deep_breathing,drink_tea
5496,stressed,I keep thinking about everything I have to do and it's exhausting.,10,4.3,3,5,8,guided_steps,0.04,mindfulness_exercise,digital_detox,gratitude_list,drink_water
5497,burned_out,I feel exhausted and mentally drained.,7,7.1,7,4,2,suggestions,0.66,deep_breathing,drink_tea,mindfulness_exercise,stretch_body
5498,burned_out,I have no energy left to deal with anything.,4,7.6,2,4,1,guided_steps,-0.25,5_min_meditation,watch_funny_video,gratitude_list,mindfulness_exercise
5499,sad,I feel emotionally drained and down.,7,3.5,2,4,9,quick_exercises,0.68,short_walk,positive_affirmation,deep_breathing,5_min_meditation
5500,stressed,I have too many things to finish today and I feel overwhelmed.,1,4.6,10,2,6,quotes,-0.42,listen_music,write_journal,mindfulness_exercise,digital_detox
5501,sad,I can't seem to shake this sadness.,5,6.5,9,2,8,quick_exercises,0.26,listen_music,watch_funny_video,nature_break,short_walk
5502,overthinking,My brain won't switch off from constant thinking.,6,3.0,10,10,3,quotes,0.94,nature_break,listen_music,stretch_body,gratitude_list
5503,burned_out,I feel completely burned out from work and responsibilities.,4,7.3,4,5,9,quick_exercises,-0.26,digital_detox,call_friend,5_min_meditation,gratitude_list
5504,anxious,I feel tense and uneasy for no clear reason.,6,4.9,7,10,9,quick_exercises,-0.44,nature_break,gratitude_list,deep_breathing,drink_tea
5505,angry,I feel tense and annoyed with everyone today.,4,7.0,5,5,1,quick_exercises,0.04,drink_tea,digital_detox,stretch_body,listen_music
5506,anxious,I keep worrying about small things and can't focus.,2,6.3,7,5,8,guided_steps,0.95,drink_tea,stretch_body,write_journal,gratitude_list
5507,anxious,I feel nervous about what might happen later today.,3,7.5,8,6,6,suggestions,-0.58,listen_music,digital_detox,watch_funny_video,gratitude_list
5508,stressed,I keep thinking about everything I have to do and it's exhausting.,8,5.0,7,2,6,quotes,0.15,nature_break,write_journal,digital_detox,listen_music
5509,burned_out,I feel completely burned out from work and responsibilities.,2,3.4,6,4,3,suggestions,-0.02,digital_detox,5_min_meditation,deep_breathing,mindfulness_exercise
5510,overthinking,I can't stop thinking about past mistakes.,6,7.6,5,3,5,quick_exercises,0.59,stretch_body,watch_funny_video,gratitude_list,5_min_meditation
5511,anxious,I keep worrying about small things and can't focus.,9,8.4,2,9,5,quotes,-0.25,listen_music,digital_detox,drink_tea,call_friend
5512,sad,I feel really low today and don't have motivation.,5,6.3,4,6,8,light_humor,-0.58,stretch_body,write_journal,digital_detox,watch_funny_video
5513,stressed,I have too many things to finish today and I feel overwhelmed.,4,5.7,4,5,3,light_humor,0.98,write_journal,call_friend,mindfulness_exercise,gratitude_list
5514,burned_out,I feel exhausted and mentally drained.,7,6.8,8,5,5,quotes,-0.98,gratitude_list,nature_break,short_walk,drink_water
5515,overthinking,My mind keeps replaying the same thoughts again and again.,7,6.1,3,4,5,quotes,0.74,listen_music,mindfulness_exercise,drink_tea,digital_detox
5516,anxious,I feel nervous about what might happen later today.,4,3.1,7,10,1,quick_exercises,0.61,short_walk,write_journal,drink_tea,watch_funny_video
5517,overthinking,My brain won't switch off from constant thinking.,1,5.0,6,10,6,suggestions,0.84,deep_breathing,nature_break,short_walk,stretch_body
5518,anxious,My heart is racing and I can't calm down.,9,5.0,9,7,4,quick_exercises,0.75,write_journal,positive_affirmation,listen_music,short_walk
5519,angry,I can't stop thinking about something that made me angry.,1,7.2,8,3,7,light_humor,0.21,digital_detox,call_friend,watch_funny_video,listen_music
5520,burned_out,I have no energy left to deal with anything.,7,5.8,6,2,1,guided_steps,-0.36,call_friend,watch_funny_video,short_walk,write_journal
5521,overthinking,My mind keeps replaying the same thoughts again and again.,1,3.5,7,2,8,suggestions,0.62,watch_funny_video,mindfulness_exercise,positive_affirmation,drink_water
5522,angry,I feel tense and annoyed with everyone today.,10,3.6,2,6,9,suggestions,0.78,mindfulness_exercise,call_friend,drink_water,drink_tea
5523,burned_out,I have no energy left to deal with anything.,8,5.4,6,7,2,quick_exercises,0.78,drink_water,drink_tea,positive_affirmation,short_walk
5524,anxious,I feel tense and uneasy for no clear reason.,1,4.4,7,1,1,guided_steps,-0.34,gratitude_list,stretch_body,5_min_meditation,call_friend
5525,anxious,I feel nervous about what might happen later today.,5,5.8,10,1,9,suggestions,0.29,drink_water,nature_break,stretch_body,drink_tea
5526,angry,I can't stop thinking about something that made me angry.,4,8.5,7,2,2,light_humor,0.24,watch_funny_video,nature_break,drink_water,deep_breathing
5527,lonely,I wish someone understood how I feel.,3,4.2,6,4,6,quotes,-0.79,gratitude_list,call_friend,drink_water,deep_breathing
5528,stressed,I keep thinking about everything I have to do and it's exhausting.,2,5.7,6,2,8,quotes,0.7,listen_music,positive_affirmation,nature_break,gratitude_list
5529,burned_out,I can't focus anymore and everything feels tiring.,5,8.2,2,3,1,guided_steps,0.01,short_walk,listen_music,nature_break,call_friend
5530,overthinking,I can't stop thinking about past mistakes.,7,7.8,10,2,2,guided_steps,0.92,call_friend,5_min_meditation,listen_music,drink_water
5531,overthinking,I keep analyzing everything too much.,8,7.8,3,6,1,suggestions,-0.85,drink_tea,watch_funny_video,nature_break,positive_affirmation
5532,overthinking,I keep analyzing everything too much.,8,3.2,10,2,3,quick_exercises,-0.19,5_min_meditation,mindfulness_exercise,short_walk,positive_affirmation
5533,angry,I can't stop thinking about something that made me angry.,6,5.7,6,2,6,quotes,-0.15,listen_music,drink_water,write_journal,5_min_meditation
5534,burned_out,I can't focus anymore and everything feels tiring.,4,7.8,1,7,4,quotes,0.36,mindfulness_exercise,listen_music,call_friend,watch_funny_video
5535,overthinking,I keep analyzing everything too much.,4,8.8,4,5,6,light_humor,-0.61,mindfulness_exercise,deep_breathing,5_min_meditation,positive_affirmation
5536,sad,I feel really low today and don't have motivation.,7,5.1,3,3,6,quotes,-0.79,gratitude_list,short_walk,drink_tea,nature_break
5537,overthinking,I can't stop thinking about past mistakes.,4,6.6,8,8,3,suggestions,-0.4,positive_affirmation,mindfulness_exercise,watch_funny_video,deep_breathing
5538,angry,I'm really upset and it's hard to calm down.,8,7.8,10,7,9,light_humor,0.49,stretch_body,5_min_meditation,gratitude_list,short_walk
5539,stressed,I have too many things to finish today and I feel overwhelmed.,6,8.1,7,10,6,quick_exercises,0.36,drink_tea,short_walk,positive_affirmation,digital_detox
5540,burned_out,I feel completely burned out from work and responsibilities.,10,7.9,10,6,2,suggestions,0.86,digital_detox,call_friend,stretch_body,gratitude_list
5541,overthinking,I keep analyzing everything too much.,10,8.7,9,8,6,quotes,-0.49,drink_water,watch_funny_video,listen_music,drink_tea
5542,stressed,I feel pressure from work and my mind won't slow down.,2,8.9,7,3,5,guided_steps,0.55,watch_funny_video,digital_detox,mindfulness_exercise,positive_affirmation
5543,angry,I can't stop thinking about something that made me angry.,4,3.7,8,10,1,suggestions,0.96,listen_music,positive_affirmation,call_friend,nature_break
5544,lonely,I feel isolated even when people are around.,9,3.4,4,8,9,suggestions,0.68,positive_affirmation,deep_breathing,drink_tea,watch_funny_video
5545,burned_out,I feel completely burned out from work and responsibilities.,3,6.3,4,2,10,light_humor,-0.59,deep_breathing,call_friend,digital_detox,stretch_body
5546,lonely,I wish someone understood how I feel.,5,4.9,8,3,3,light_humor,0.49,digital_detox,drink_water,nature_break,stretch_body
5547,angry,I feel frustrated and irritated about what happened.,8,5.6,3,4,6,suggestions,-0.83,drink_tea,stretch_body,call_friend,watch_funny_video
5548,angry,I feel frustrated and irritated about what happened.,1,4.0,8,10,3,suggestions,0.14,drink_tea,stretch_body,drink_water,mindfulness_exercise
5549,stressed,I have too many things to finish today and I feel overwhelmed.,9,3.9,10,10,9,suggestions,-0.49,deep_breathing,drink_water,5_min_meditation,digital_detox
5550,stressed,I have too many things to finish today and I feel overwhelmed.,6,8.8,10,9,9,light_humor,-0.1,mindfulness_exercise,stretch_body,digital_detox,drink_tea
5551,sad,I feel emotionally drained and down.,3,3.1,4,5,6,light_humor,0.99,deep_breathing,call_friend,5_min_meditation,drink_tea
5552,overthinking,My mind keeps replaying the same thoughts again and again.,3,8.5,10,10,2,quotes,-0.65,watch_funny_video,drink_water,mindfulness_exercise,drink_tea
5553,anxious,I keep worrying about small things and can't focus.,5,7.3,1,3,2,suggestions,-0.49,drink_water,watch_funny_video,drink_tea,call_friend
5554,angry,I'm really upset and it's hard to calm down.,1,3.1,1,9,2,suggestions,-0.21,mindfulness_exercise,short_walk,nature_break,watch_funny_video
5555,lonely,I miss having meaningful conversations.,3,4.8,1,4,8,quick_exercises,-0.76,digital_detox,watch_funny_video,call_friend,drink_water
5556,burned_out,I can't focus anymore and everything feels tiring.,1,6.0,2,4,7,quick_exercises,-0.11,watch_funny_video,listen_music,drink_water,nature_break
5557,overthinking,I keep analyzing everything too much.,8,4.3,4,1,7,suggestions,-0.41,call_friend,5_min_meditation,nature_break,short_walk
5558,lonely,I wish someone understood how I feel.,9,8.0,4,8,6,suggestions,0.38,watch_funny_video,drink_tea,digital_detox,short_walk
5559,stressed,I keep thinking about everything I have to do and it's exhausting.,6,5.3,1,3,1,quotes,-0.39,drink_tea,gratitude_list,nature_break,call_friend
5560,lonely,I wish someone understood how I feel.,1,5.6,9,4,2,light_humor,-0.4,gratitude_list,mindfulness_exercise,write_journal,drink_water
5561,angry,I'm really upset and it's hard to calm down.,7,4.5,6,6,8,light_humor,-0.47,5_min_meditation,listen_music,write_journal,nature_break
5562,angry,I can't stop thinking about something that made me angry.,8,6.4,5,6,7,guided_steps,-0.06,positive_affirmation,short_walk,gratitude_list,call_friend
5563,stressed,My deadlines are piling up and I can't relax.,1,7.8,10,7,6,suggestions,-0.25,positive_affirmation,drink_water,digital_detox,deep_breathing
5564,anxious,I feel nervous about what might happen later today.,7,4.6,6,6,4,light_humor,0.86,stretch_body,5_min_meditation,digital_detox,positive_affirmation
5565,lonely,I feel isolated even when people are around.,4,6.5,4,2,3,light_humor,0.53,short_walk,gratitude_list,stretch_body,digital_detox
5566,burned_out,I feel completely burned out from work and responsibilities.,3,7.6,6,3,9,quick_exercises,-0.26,write_journal,digital_detox,nature_break,listen_music
5567,overthinking,My brain won't switch off from constant thinking.,2,8.1,6,2,4,quotes,-0.94,drink_tea,stretch_body,write_journal,gratitude_list
5568,anxious,I feel nervous about what might happen later today.,9,6.7,2,2,1,quick_exercises,-0.41,short_walk,5_min_meditation,stretch_body,digital_detox
5569,stressed,I feel pressure from work and my mind won't slow down.,10,3.5,5,7,10,suggestions,-0.8,drink_tea,watch_funny_video,drink_water,gratitude_list
5570,burned_out,I feel exhausted and mentally drained.,10,3.3,7,8,6,light_humor,-0.05,mindfulness_exercise,deep_breathing,nature_break,drink_water
5571,angry,I'm really upset and it's hard to calm down.,9,7.9,7,5,5,quotes,0.02,call_friend,watch_funny_video,write_journal,deep_breathing
5572,burned_out,I feel exhausted and mentally drained.,1,3.3,5,4,1,quotes,-0.2,positive_affirmation,nature_break,write_journal,drink_tea
5573,anxious,My heart is racing and I can't calm down.,9,8.2,1,3,1,quotes,0.75,deep_breathing,5_min_meditation,call_friend,gratitude_list
5574,lonely,I wish someone understood how I feel.,2,7.9,6,10,7,suggestions,-0.63,mindfulness_exercise,positive_affirmation,short_walk,digital_detox
5575,overthinking,I can't stop thinking about past mistakes.,1,5.3,10,4,8,light_humor,0.39,5_min_meditation,mindfulness_exercise,listen_music,call_friend
5576,stressed,I feel pressure from work and my mind won't slow down.,4,6.4,5,10,4,quick_exercises,0.92,drink_water,write_journal,gratitude_list,watch_funny_video
5577,overthinking,My mind keeps replaying the same thoughts again and again.,9,8.0,6,10,1,quick_exercises,-0.48,mindfulness_exercise,positive_affirmation,watch_funny_video,gratitude_list
5578,angry,I feel tense and annoyed with everyone today.,3,5.4,4,2,10,light_humor,-0.36,gratitude_list,digital_detox,mindfulness_exercise,nature_break
5579,angry,I feel tense and annoyed with everyone today.,1,3.3,10,9,6,quotes,-0.12,write_journal,mindfulness_exercise,nature_break,drink_tea
5580,lonely,I feel isolated even when people are around.,2,8.9,2,8,2,quick_exercises,-0.57,short_walk,mindfulness_exercise,drink_water,write_journal
5581,burned_out,I have no energy left to deal with anything.,10,8.0,7,8,6,guided_steps,-0.03,mindfulness_exercise,write_journal,deep_breathing,drink_tea
5582,stressed,I feel pressure from work and my mind won't slow down.,5,7.6,2,3,8,guided_steps,0.93,digital_detox,listen_music,drink_tea,mindfulness_exercise
5583,lonely,I feel isolated even when people are around.,10,6.7,10,4,7,light_humor,0.34,watch_funny_video,5_min_meditation,gratitude_list,positive_affirmation
5584,lonely,I feel like I don't have anyone to talk to today.,5,6.5,1,9,7,light_humor,0.42,listen_music,watch_funny_video,positive_affirmation,deep_breathing
5585,overthinking,I keep analyzing everything too much.,7,4.7,1,6,9,suggestions,-0.28,watch_funny_video,gratitude_list,short_walk,positive_affirmation
5586,lonely,I feel like I don't have anyone to talk to today.,6,4.7,10,3,7,suggestions,-0.26,short_walk,nature_break,5_min_meditation,stretch_body
5587,anxious,My heart is racing and I can't calm down.,3,3.2,3,3,10,suggestions,-0.98,gratitude_list,listen_music,watch_funny_video,digital_detox
5588,angry,I feel frustrated and irritated about what happened.,9,4.9,6,1,4,light_humor,-0.7,write_journal,positive_affirmation,digital_detox,deep_breathing
5589,anxious,I feel tense and uneasy for no clear reason.,4,4.5,8,5,3,quotes,0.63,drink_water,mindfulness_exercise,call_friend,listen_music
5590,sad,I feel emotionally drained and down.,10,8.0,9,3,8,light_humor,0.97,write_journal,5_min_meditation,stretch_body,listen_music
5591,sad,I can't seem to shake this sadness.,1,6.5,8,10,9,suggestions,0.08,short_walk,mindfulness_exercise,drink_water,stretch_body
5592,anxious,I feel nervous about what might happen later today.,10,7.4,2,8,6,suggestions,-0.93,call_friend,write_journal,deep_breathing,positive_affirmation
5593,burned_out,I feel exhausted and mentally drained.,8,8.3,9,2,10,quotes,-0.02,positive_affirmation,short_walk,mindfulness_exercise,write_journal
5594,anxious,I feel tense and uneasy for no clear reason.,10,6.4,8,1,4,quotes,0.98,stretch_body,mindfulness_exercise,listen_music,drink_water
5595,sad,I feel emotionally drained and down.,4,4.2,8,5,4,suggestions,-0.51,listen_music,digital_detox,short_walk,mindfulness_exercise
5596,burned_out,I can't focus anymore and everything feels tiring.,6,7.9,10,10,6,quotes,-0.39,listen_music,drink_tea,write_journal,nature_break
5597,sad,Everything feels heavy and I just want to stay quiet.,2,7.0,10,5,9,quotes,0.01,listen_music,drink_tea,mindfulness_exercise,call_friend
5598,overthinking,My brain won't switch off from constant thinking.,6,7.7,7,7,10,suggestions,-0.24,mindfulness_exercise,5_min_meditation,nature_break,positive_affirmation
5599,burned_out,I feel completely burned out from work and responsibilities.,7,4.2,6,3,5,quick_exercises,0.29,nature_break,write_journal,drink_tea,stretch_body
5600,lonely,I wish someone understood how I feel.,10,4.9,6,3,5,quick_exercises,0.28,call_friend,drink_water,gratitude_list,drink_tea
5601,burned_out,I can't focus anymore and everything feels tiring.,7,8.0,10,7,8,quotes,0.81,listen_music,gratitude_list,nature_break,digital_detox
5602,burned_out,I have no energy left to deal with anything.,6,4.0,7,4,3,suggestions,-0.43,positive_affirmation,drink_tea,write_journal,deep_breathing
5603,angry,I feel tense and annoyed with everyone today.,3,4.5,2,10,4,quick_exercises,-0.31,positive_affirmation,drink_water,5_min_meditation,watch_funny_video
5604,anxious,I feel nervous about what might happen later today.,10,5.5,8,8,2,quotes,-1.0,mindfulness_exercise,short_walk,gratitude_list,deep_breathing
5605,stressed,I keep thinking about everything I have to do and it's exhausting.,7,4.7,1,2,5,quick_exercises,0.78,mindfulness_exercise,drink_water,digital_detox,nature_break
5606,stressed,I keep thinking about everything I have to do and it's exhausting.,6,8.1,9,9,7,guided_steps,0.55,positive_affirmation,deep_breathing,drink_water,short_walk
5607,overthinking,I can't stop thinking about past mistakes.,10,3.2,9,3,5,suggestions,0.1,5_min_meditation,drink_water,watch_funny_video,listen_music
5608,lonely,I feel isolated even when people are around.,3,7.1,10,9,7,guided_steps,0.39,short_walk,mindfulness_exercise,positive_affirmation,gratitude_list
5609,angry,I can't stop thinking about something that made me angry.,3,6.5,4,5,2,quick_exercises,0.55,listen_music,call_friend,5_min_meditation,mindfulness_exercise
5610,sad,I feel emotionally drained and down.,10,6.8,2,5,6,light_humor,0.31,digital_detox,mindfulness_exercise,5_min_meditation,nature_break
5611,lonely,I wish someone understood how I feel.,9,7.9,4,4,3,light_humor,0.41,mindfulness_exercise,gratitude_list,write_journal,watch_funny_video
5612,burned_out,I have no energy left to deal with anything.,10,5.7,9,9,2,guided_steps,0.68,write_journal,drink_tea,deep_breathing,listen_music
5613,angry,I feel frustrated and irritated about what happened.,3,7.9,7,2,6,light_humor,-0.99,listen_music,nature_break,write_journal,watch_funny_video
5614,sad,I feel emotionally drained and down.,3,7.7,9,3,2,suggestions,0.9,digital_detox,stretch_body,call_friend,nature_break
5615,sad,I feel emotionally drained and down.,5,5.1,2,3,6,quotes,0.21,stretch_body,drink_water,nature_break,mindfulness_exercise
5616,angry,I feel frustrated and irritated about what happened.,2,5.3,1,10,6,suggestions,-0.77,short_walk,nature_break,positive_affirmation,write_journal
5617,stressed,I have too many things to finish today and I feel overwhelmed.,3,3.7,4,7,2,guided_steps,0.37,watch_funny_video,drink_tea,mindfulness_exercise,call_friend
5618,sad,I feel emotionally drained and down.,7,5.6,7,8,9,guided_steps,0.78,short_walk,drink_water,listen_music,gratitude_list
5619,angry,I feel tense and annoyed with everyone today.,4,4.4,7,5,8,light_humor,0.32,watch_funny_video,drink_water,stretch_body,listen_music
5620,overthinking,I can't stop thinking about past mistakes.,10,6.2,9,1,2,quick_exercises,0.38,positive_affirmation,deep_breathing,listen_music,drink_tea
5621,anxious,I keep worrying about small things and can't focus.,1,6.5,8,5,3,light_humor,0.45,drink_tea,mindfulness_exercise,write_journal,digital_detox
5622,overthinking,My brain won't switch off from constant thinking.,3,7.8,5,3,8,guided_steps,-0.59,short_walk,listen_music,drink_water,digital_detox
5623,lonely,I feel isolated even when people are around.,3,3.8,10,4,2,guided_steps,-0.05,listen_music,positive_affirmation,call_friend,5_min_meditation
5624,sad,I can't seem to shake this sadness.,10,4.5,1,1,6,suggestions,-0.11,nature_break,stretch_body,listen_music,gratitude_list
5625,anxious,I keep worrying about small things and can't focus.,6,6.7,6,3,8,quick_exercises,0.39,deep_breathing,call_friend,drink_tea,write_journal
5626,anxious,I keep worrying about small things and can't focus.,10,8.1,10,7,7,quotes,-0.56,deep_breathing,5_min_meditation,mindfulness_exercise,short_walk
5627,burned_out,I feel completely burned out from work and responsibilities.,7,5.2,1,10,4,guided_steps,-0.22,digital_detox,write_journal,gratitude_list,listen_music
5628,overthinking,I can't stop thinking about past mistakes.,10,4.7,3,7,2,suggestions,0.25,digital_detox,5_min_meditation,watch_funny_video,drink_tea
5629,angry,I feel frustrated and irritated about what happened.,7,3.7,1,9,10,quotes,0.38,call_friend,5_min_meditation,listen_music,write_journal
5630,stressed,I feel pressure from work and my mind won't slow down.,5,4.7,7,10,6,quick_exercises,-0.91,listen_music,drink_water,digital_detox,write_journal
5631,sad,I feel emotionally drained and down.,1,4.6,5,2,9,quotes,-0.43,short_walk,positive_affirmation,stretch_body,gratitude_list
5632,sad,I can't seem to shake this sadness.,6,3.7,8,1,10,light_humor,0.84,nature_break,stretch_body,deep_breathing,watch_funny_video
5633,angry,I feel frustrated and irritated about what happened.,10,5.7,3,4,2,light_humor,0.92,drink_water,deep_breathing,drink_tea,5_min_meditation
5634,anxious,I feel tense and uneasy for no clear reason.,3,6.0,6,4,8,quotes,0.83,watch_funny_video,digital_detox,short_walk,nature_break
5635,angry,I can't stop thinking about something that made me angry.,1,3.2,2,7,3,guided_steps,-0.83,gratitude_list,watch_funny_video,mindfulness_exercise,call_friend
5636,burned_out,I have no energy left to deal with anything.,6,6.8,2,5,5,quick_exercises,0.43,stretch_body,short_walk,gratitude_list,deep_breathing
5637,anxious,I feel tense and uneasy for no clear reason.,3,6.9,10,6,3,guided_steps,0.84,write_journal,deep_breathing,positive_affirmation,short_walk
5638,anxious,My heart is racing and I can't calm down.,2,5.7,5,4,8,quotes,-0.91,positive_affirmation,watch_funny_video,short_walk,deep_breathing
5639,stressed,I keep thinking about everything I have to do and it's exhausting.,8,7.4,10,7,3,guided_steps,-0.1,call_friend,positive_affirmation,digital_detox,5_min_meditation
5640,stressed,My deadlines are piling up and I can't relax.,6,5.1,4,8,4,quotes,-0.07,watch_funny_video,call_friend,digital_detox,short_walk
5641,burned_out,I feel completely burned out from work and responsibilities.,4,7.0,3,1,2,quick_exercises,-0.97,watch_funny_video,write_journal,drink_tea,gratitude_list
5642,sad,Everything feels heavy and I just want to stay quiet.,4,6.7,8,1,3,light_humor,0.02,listen_music,drink_water,short_walk,nature_break
5643,stressed,I feel pressure from work and my mind won't slow down.,4,7.1,4,7,6,quick_exercises,-0.11,listen_music,watch_funny_video,drink_water,gratitude_list
5644,angry,I feel frustrated and irritated about what happened.,5,4.4,6,10,1,quick_exercises,-0.2,positive_affirmation,drink_water,gratitude_list,write_journal
5645,burned_out,I can't focus anymore and everything feels tiring.,7,5.4,10,1,4,light_humor,-0.02,stretch_body,drink_tea,call_friend,short_walk
5646,burned_out,I have no energy left to deal with anything.,7,8.7,2,4,6,guided_steps,-0.74,write_journal,drink_water,mindfulness_exercise,nature_break
5647,burned_out,I feel completely burned out from work and responsibilities.,5,7.6,2,5,3,suggestions,0.45,deep_breathing,gratitude_list,5_min_meditation,write_journal
5648,angry,I'm really upset and it's hard to calm down.,10,5.8,3,5,6,light_humor,-0.39,drink_tea,5_min_meditation,deep_breathing,nature_break
